,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
271,Corona B117 memiliki kemampuan sebar cepat! mari kita selalu patuhi prokes #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik,1,corona b117 memiliki kemampuan sebar cepat! mari kita selalu patuhi prokes #vaksinasinasional #tetapdirumahaja #vaksinasi #mutasibaru #waspada jangan mudik,corona b memiliki kemampuan sebar cepat mari kita selalu patuhi prokes vaksinasinasional tetapdirumahaja vaksinasi mutasibaru waspada jangan mudik,"['corona', 'b', 'memiliki', 'kemampuan', 'sebar', 'cepat', 'mari', 'kita', 'selalu', 'patuhi', 'prokes', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'jangan', 'mudik']",<FreqDist with 18 samples and 18 outcomes>,"['corona', 'memiliki', 'kemampuan', 'sebar', 'cepat', 'mari', 'patuhi', 'prokes', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['corona', 'memiliki', 'kemampuan', 'sebar', 'cepat', 'mari', 'patuhi', 'prokes', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['corona', 'milik', 'mampu', 'sebar', 'cepat', 'mari', 'patuh', 'prokes', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
272,Bio Farma Siap Datangkan 15 Juta Dosis Sinopharm untuk Vaksinasi Gotong Royong @purnama_rijal @AriefMunajad @biofarmaID @KemenBUMN @erickthohir @SuaraPemerintah #VaksinasiNasional #vaksinasinyamanbumn #suarapemerintah  via @SuaraPemerintah,1,bio farma siap datangkan 15 juta dosis sinopharm untuk vaksinasi gotong royong @purnama_rijal @ariefmunajad @biofarmaid @kemenbumn @erickthohir @suarapemerintah #vaksinasinasional #vaksinasinyamanbumn #suarapemerintah  via @suarapemerintah,bio farma siap datangkan  juta dosis sinopharm untuk vaksinasi gotong royong rijal vaksinasinasional vaksinasinyamanbumn suarapemerintah via,"['bio', 'farma', 'siap', 'datangkan', 'juta', 'dosis', 'sinopharm', 'untuk', 'vaksinasi', 'gotong', 'royong', 'rijal', 'vaksinasinasional', 'vaksinasinyamanbumn', 'suarapemerintah', 'via']",<FreqDist with 16 samples and 16 outcomes>,"['bio', 'farma', 'datangkan', 'juta', 'dosis', 'sinopharm', 'vaksinasi', 'gotong', 'royong', 'rijal', 'vaksinasinasional', 'vaksinasinyamanbumn', 'suarapemerintah']","['bio', 'farma', 'datangkan', 'juta', 'dosis', 'sinopharm', 'vaksinasi', 'gotong', 'royong', 'rijal', 'vaksinasinasional', 'vaksinasinyamanbumn', 'suarapemerintah']","['bio', 'farma', 'datang', 'juta', 'dosis', 'sinopharm', 'vaksinasi', 'gotong', 'royong', 'rijal', 'vaksinasinasional', 'vaksinasinyamanbumn', 'suarapemerintah']"
273,"Vaksinasi Covid-19 Tokoh Agama di Jakarta Utara Ditargetkan Rampung Tiga Hari, Berikut Penjelasannya  #vaksinasicovid19 #VaksinCovid19 #VaksinasiNasional #vaksinuntukkita #vaksincovid #viruscorona #COVID19 #vaksinuntukrakyatindonesia #VaksinSinovac",1,"vaksinasi covid-19 tokoh agama di jakarta utara ditargetkan rampung tiga hari, berikut penjelasannya  #vaksinasicovid19 #vaksincovid19 #vaksinasinasional #vaksinuntukkita #vaksincovid #viruscorona #covid19 #vaksinuntukrakyatindonesia #vaksinsinovac",vaksinasi covid tokoh agama di jakarta utara ditargetkan rampung tiga hari berikut penjelasannya vaksinasicovid vaksincovid vaksinasinasional vaksinuntukkita vaksincovid viruscorona covid vaksinuntukrakyatindonesia vaksinsinovac,"['vaksinasi', 'covid', 'tokoh', 'agama', 'di', 'jakarta', 'utara', 'ditargetkan', 'rampung', 'tiga', 'hari', 'berikut', 'penjelasannya', 'vaksinasicovid', 'vaksincovid', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'viruscorona', 'covid', 'vaksinuntukrakyatindonesia', 'vaksinsinovac']",<FreqDist with 20 samples and 22 outcomes>,"['vaksinasi', 'covid', 'tokoh', 'agama', 'jakarta', 'utara', 'ditargetkan', 'rampung', 'penjelasannya', 'vaksinasicovid', 'vaksincovid', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'viruscorona', 'covid', 'vaksinuntukrakyatindonesia', 'vaksinsinovac']","['vaksinasi', 'covid', 'tokoh', 'agama', 'jakarta', 'utara', 'ditargetkan', 'rampung', 'penjelasannya', 'vaksinasicovid', 'vaksincovid', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'viruscorona', 'covid', 'vaksinuntukrakyatindonesia', 'vaksinsinovac']","['vaksinasi', 'covid', 'tokoh', 'agama', 'jakarta', 'utara', 'target', 'rampung', 'jelas', 'vaksinasicovid', 'vaksincovid', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'viruscorona', 'covid', 'vaksinuntukrakyatindonesia', 'vaksinsinovac']"
274,"YaAllah masih kesel bgttt sama petugas di pintu depan vaksin kedua prpp, smg. mereka tuh kan pelayan masyarakat kenapa ngatur pake bentak bentak yang rata rata peserta vaksinnya udah orang tua.. ga punya atittude apa gimana? #VaksinasiNasional #COVID19 @jokowi",0,"yaallah masih kesel bgttt sama petugas di pintu depan vaksin kedua prpp, smg. mereka tuh kan pelayan masyarakat kenapa ngatur pake bentak bentak yang rata rata peserta vaksinnya udah orang tua.. ga punya atittude apa gimana? #vaksinasinasional #covid19 @jokowi",yaallah masih kesel bgttt sama petugas di pintu depan vaksin kedua prpp smg mereka tuh kan pelayan masyarakat kenapa ngatur pake bentak bentak yang rata rata peserta vaksinnya udah orang tua ga punya atittude apa gimana vaksinasinasional covid,"['yaallah', 'masih', 'kesel', 'bgttt', 'sama', 'petugas', 'di', 'pintu', 'depan', 'vaksin', 'kedua', 'prpp', 'smg', 'mereka', 'tuh', 'kan', 'pelayan', 'masyarakat', 'kenapa', 'ngatur', 'pake', 'bentak', 'bentak', 'yang', 'rata', 'rata', 'peserta', 'vaksinnya', 'udah', 'orang', 'tua', 'ga', 'punya', 'atittude', 'apa', 'gimana', 'vaksinasinasional', 'covid']",<FreqDist with 36 samples and 38 outcomes>,"['yaallah', 'kesel', 'bgttt', 'petugas', 'pintu', 'vaksin', 'prpp', 'smg', 'tuh', 'pelayan', 'masyarakat', 'ngatur', 'pake', 'bentak', 'bentak', 'rata', 'rata', 'peserta', 'vaksinnya', 'udah', 'tua', 'ga', 'atittude', 'gimana', 'vaksinasinasional', 'covid']","['yaallah', 'kesel', 'bgttt', 'petugas', 'pintu', 'vaksin', 'prpp', 'semoga', 'tuh', 'pelayan', 'masyarakat', 'ngatur', 'pake', 'bentak', 'bentak', 'rata', 'rata', 'peserta', 'vaksinnya', 'sudah', 'tua', 'tidak', 'atittude', 'bagaimana', 'vaksinasinasional', 'covid']","['yaallah', 'kesel', 'bgttt', 'tugas', 'pintu', 'vaksin', 'prpp', 'moga', 'tuh', 'layan', 'masyarakat', 'ngatur', 'pake', 'bentak', 'bentak', 'rata', 'rata', 'serta', 'vaksin', 'sudah', 'tua', 'tidak', 'atittude', 'bagaimana', 'vaksinasinasional', 'covid']"
275,"Tunggu Apa Lagi, Ayo Segera Vaksin!! #VaksinasiNasional",1,"tunggu apa lagi, ayo segera vaksin!! #vaksinasinasional",tunggu apa lagi ayo segera vaksin vaksinasinasional,"['tunggu', 'apa', 'lagi', 'ayo', 'segera', 'vaksin', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['tunggu', 'ayo', 'vaksin', 'vaksinasinasional']","['tunggu', 'ayo', 'vaksin', 'vaksinasinasional']","['tunggu', 'ayo', 'vaksin', 'vaksinasinasional']"
276,"Keberhasilan pengembangan vaksin merah putih dan vaksin nusantara, bukti Indonesia menuju kemandirian farmasi #VaksinasiNasional",1,"keberhasilan pengembangan vaksin merah putih dan vaksin nusantara, bukti indonesia menuju kemandirian farmasi #vaksinasinasional",keberhasilan pengembangan vaksin merah putih dan vaksin nusantara bukti indonesia menuju kemandirian farmasi vaksinasinasional,"['keberhasilan', 'pengembangan', 'vaksin', 'merah', 'putih', 'dan', 'vaksin', 'nusantara', 'bukti', 'indonesia', 'menuju', 'kemandirian', 'farmasi', 'vaksinasinasional']",<FreqDist with 13 samples and 14 outcomes>,"['keberhasilan', 'pengembangan', 'vaksin', 'merah', 'putih', 'vaksin', 'nusantara', 'bukti', 'indonesia', 'kemandirian', 'farmasi', 'vaksinasinasional']","['keberhasilan', 'pengembangan', 'vaksin', 'merah', 'putih', 'vaksin', 'nusantara', 'bukti', 'indonesia', 'kemandirian', 'farmasi', 'vaksinasinasional']","['hasil', 'kembang', 'vaksin', 'merah', 'putih', 'vaksin', 'nusantara', 'bukti', 'indonesia', 'mandiri', 'farmasi', 'vaksinasinasional']"
277,Ayo vaksin. Demi kembali normalnya indonesia #VaksinasiNasional,1,ayo vaksin. demi kembali normalnya indonesia #vaksinasinasional,ayo vaksin demi kembali normalnya indonesia vaksinasinasional,"['ayo', 'vaksin', 'demi', 'kembali', 'normalnya', 'indonesia', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'vaksin', 'normalnya', 'indonesia', 'vaksinasinasional']","['ayo', 'vaksin', 'normalnya', 'indonesia', 'vaksinasinasional']","['ayo', 'vaksin', 'normal', 'indonesia', 'vaksinasinasional']"
278,"Di dalam ketaatan harusnya tidak ada ketakutan... Warga negara yang baik, taat aturan.... All is well #VaksinasiNasional",1,"di dalam ketaatan harusnya tidak ada ketakutan... warga negara yang baik, taat aturan.... all is well #vaksinasinasional",di dalam ketaatan harusnya tidak ada ketakutan warga negara yang baik taat aturan all is well vaksinasinasional,"['di', 'dalam', 'ketaatan', 'harusnya', 'tidak', 'ada', 'ketakutan', 'warga', 'negara', 'yang', 'baik', 'taat', 'aturan', 'all', 'is', 'well', 'vaksinasinasional']",<FreqDist with 17 samples and 17 outcomes>,"['ketaatan', 'ketakutan', 'warga', 'negara', 'taat', 'aturan', 'all', 'is', 'well', 'vaksinasinasional']","['ketaatan', 'ketakutan', 'warga', 'negara', 'taat', 'aturan', 'semua', 'adalah', 'baik', 'vaksinasinasional']","['taat', 'takut', 'warga', 'negara', 'taat', 'atur', 'semua', 'adalah', 'baik', 'vaksinasinasional']"
279,Mari basmi Corona dengan vaksinasi #VaksinasiNasional,1,mari basmi corona dengan vaksinasi #vaksinasinasional,mari basmi corona dengan vaksinasi vaksinasinasional,"['mari', 'basmi', 'corona', 'dengan', 'vaksinasi', 'vaksinasinasional']",<FreqDist with 6 samples and 6 outcomes>,"['mari', 'basmi', 'corona', 'vaksinasi', 'vaksinasinasional']","['mari', 'basmi', 'corona', 'vaksinasi', 'vaksinasinasional']","['mari', 'basmi', 'corona', 'vaksinasi', 'vaksinasinasional']"
280,"Gini amat ya, gara-gara percaya konspirasi #COVID19 #Indonesia #guru #VaksinasiNasional #yogyakarta #Vaksinasi RT @firdzaradiany: ini ada contoh guru di kolom komentar PandemicTalks, malah menolak (tidak hadir) saat vaksinasi. aduh :(",0,"gini amat ya, gara-gara percaya konspirasi #covid19 #indonesia #guru #vaksinasinasional #yogyakarta #vaksinasi rt @firdzaradiany: ini ada contoh guru di kolom komentar pandemictalks, malah menolak (tidak hadir) saat vaksinasi. aduh :(",gini amat ya garagara percaya konspirasi covid indonesia guru vaksinasinasional yogyakarta vaksinasi rt  ini ada contoh guru di kolom komentar pandemictalks malah menolak tidak hadir saat vaksinasi aduh ,"['gini', 'amat', 'ya', 'garagara', 'percaya', 'konspirasi', 'covid', 'indonesia', 'guru', 'vaksinasinasional', 'yogyakarta', 'vaksinasi', 'rt', 'ini', 'ada', 'contoh', 'guru', 'di', 'kolom', 'komentar', 'pandemictalks', 'malah', 'menolak', 'tidak', 'hadir', 'saat', 'vaksinasi', 'aduh']",<FreqDist with 26 samples and 28 outcomes>,"['gini', 'garagara', 'percaya', 'konspirasi', 'covid', 'indonesia', 'guru', 'vaksinasinasional', 'yogyakarta', 'vaksinasi', 'contoh', 'guru', 'kolom', 'komentar', 'pandemictalks', 'menolak', 'hadir', 'vaksinasi', 'aduh']","['gini', 'gara', 'percaya', 'konspirasi', 'covid', 'indonesia', 'guru', 'vaksinasinasional', 'yogyakarta', 'vaksinasi', 'contoh', 'guru', 'kolom', 'komentar', 'pandemictalks', 'menolak', 'hadir', 'vaksinasi', 'aduh']","['gin', 'gara', 'percaya', 'konspirasi', 'covid', 'indonesia', 'guru', 'vaksinasinasional', 'yogyakarta', 'vaksinasi', 'contoh', 'guru', 'kolom', 'komentar', 'pandemictalks', 'tolak', 'hadir', 'vaksinasi', 'aduh']"
281,Terima kasih ya @traveloka udah diajakin acara #VaksinasiNasional #COVID19Vaccine di JEC hari ini.,1,terima kasih ya @traveloka udah diajakin acara #vaksinasinasional #covid19vaccine di jec hari ini.,terima kasih ya udah diajakin acara vaksinasinasional covidvaccine di jec hari ini,"['terima', 'kasih', 'ya', 'udah', 'diajakin', 'acara', 'vaksinasinasional', 'covidvaccine', 'di', 'jec', 'hari', 'ini']",<FreqDist with 12 samples and 12 outcomes>,"['terima', 'kasih', 'udah', 'diajakin', 'acara', 'vaksinasinasional', 'covidvaccine', 'jec']","['terima', 'kasih', 'sudah', 'diajakin', 'acara', 'vaksinasinasional', 'covidvaccine', 'jec']","['terima', 'kasih', 'sudah', 'diajakin', 'acara', 'vaksinasinasional', 'covidvaccine', 'jec']"
282,Marilah kita terus menjaga dan melakukan ikhtiar bersama dalam menghilangkan pandemi ini melalui #VaksinasiNasional untuk membentuk kekebalan komunitas.,1,marilah kita terus menjaga dan melakukan ikhtiar bersama dalam menghilangkan pandemi ini melalui #vaksinasinasional untuk membentuk kekebalan komunitas.,marilah kita terus menjaga dan melakukan ikhtiar bersama dalam menghilangkan pandemi ini melalui vaksinasinasional untuk membentuk kekebalan komunitas,"['marilah', 'kita', 'terus', 'menjaga', 'dan', 'melakukan', 'ikhtiar', 'bersama', 'dalam', 'menghilangkan', 'pandemi', 'ini', 'melalui', 'vaksinasinasional', 'untuk', 'membentuk', 'kekebalan', 'komunitas']",<FreqDist with 18 samples and 18 outcomes>,"['marilah', 'menjaga', 'ikhtiar', 'menghilangkan', 'pandemi', 'vaksinasinasional', 'membentuk', 'kekebalan', 'komunitas']","['marilah', 'menjaga', 'ikhtiar', 'menghilangkan', 'pandemi', 'vaksinasinasional', 'membentuk', 'kekebalan', 'komunitas']","['mari', 'jaga', 'ikhtiar', 'hilang', 'pandemi', 'vaksinasinasional', 'bentuk', 'kebal', 'komunitas']"
283,"Yuk, nonton pagelaran seni dan bincang-bincang tentang Vaksinasi Covid-19 dan pemulihan Ekonomi di Provinsi Sulawesi Selatan di channel YouTube @kemkominfo ... Kita kenal budaya Indonesia sambil terus dukung #VaksinasiNasional ~ #GPRKominfo #kpcpen @lawancovid19_id @RRI",1,"yuk, nonton pagelaran seni dan bincang-bincang tentang vaksinasi covid-19 dan pemulihan ekonomi di provinsi sulawesi selatan di channel youtube @kemkominfo ... kita kenal budaya indonesia sambil terus dukung #vaksinasinasional ~ #gprkominfo #kpcpen @lawancovid19_id @rri",yuk nonton pagelaran seni dan bincangbincang tentang vaksinasi covid dan pemulihan ekonomi di provinsi sulawesi selatan di channel youtube  kita kenal budaya indonesia sambil terus dukung vaksinasinasional  gprkominfo kpcpen id,"['yuk', 'nonton', 'pagelaran', 'seni', 'dan', 'bincangbincang', 'tentang', 'vaksinasi', 'covid', 'dan', 'pemulihan', 'ekonomi', 'di', 'provinsi', 'sulawesi', 'selatan', 'di', 'channel', 'youtube', 'kita', 'kenal', 'budaya', 'indonesia', 'sambil', 'terus', 'dukung', 'vaksinasinasional', 'gprkominfo', 'kpcpen', 'id']",<FreqDist with 28 samples and 30 outcomes>,"['yuk', 'nonton', 'pagelaran', 'seni', 'bincangbincang', 'vaksinasi', 'covid', 'pemulihan', 'ekonomi', 'provinsi', 'sulawesi', 'selatan', 'channel', 'youtube', 'kenal', 'budaya', 'indonesia', 'dukung', 'vaksinasinasional', 'gprkominfo', 'kpcpen', 'id']","['yuk', 'nonton', 'pagelaran', 'seni', 'bincangbincang', 'vaksinasi', 'covid', 'pemulihan', 'ekonomi', 'provinsi', 'sulawesi', 'selatan', 'channel', 'youtube', 'kenal', 'budaya', 'indonesia', 'dukung', 'vaksinasinasional', 'gprkominfo', 'kpcpen', 'id']","['yuk', 'nonton', 'pagelaran', 'seni', 'bincangbincang', 'vaksinasi', 'covid', 'pulih', 'ekonomi', 'provinsi', 'sulawesi', 'selatan', 'channel', 'youtube', 'kenal', 'budaya', 'indonesia', 'dukung', 'vaksinasinasional', 'gprkominfo', 'kpcpen', 'id']"
284,"Vaksinasi COVID-19 di NTT Tertunda, Dampak Bencana Siklon Tropis Seroja  via @holopiscom @KemenkesRI @BudiGSadikin #Vaksin #VaksinasiNasional #VaksinUntukIndonesia #holopiscom",1,"vaksinasi covid-19 di ntt tertunda, dampak bencana siklon tropis seroja  via @holopiscom @kemenkesri @budigsadikin #vaksin #vaksinasinasional #vaksinuntukindonesia #holopiscom",vaksinasi covid di ntt tertunda dampak bencana siklon tropis seroja via vaksin vaksinasinasional vaksinuntukindonesia holopiscom,"['vaksinasi', 'covid', 'di', 'ntt', 'tertunda', 'dampak', 'bencana', 'siklon', 'tropis', 'seroja', 'via', 'vaksin', 'vaksinasinasional', 'vaksinuntukindonesia', 'holopiscom']",<FreqDist with 15 samples and 15 outcomes>,"['vaksinasi', 'covid', 'ntt', 'tertunda', 'dampak', 'bencana', 'siklon', 'tropis', 'seroja', 'vaksin', 'vaksinasinasional', 'vaksinuntukindonesia', 'holopiscom']","['vaksinasi', 'covid', 'ntt', 'tertunda', 'dampak', 'bencana', 'siklon', 'tropis', 'seroja', 'vaksin', 'vaksinasinasional', 'vaksinuntukindonesia', 'holopiscom']","['vaksinasi', 'covid', 'ntt', 'tunda', 'dampak', 'bencana', 'siklon', 'tropis', 'seroja', 'vaksin', 'vaksinasinasional', 'vaksinuntukindonesia', 'holopiscom']"
285,Pemerintah buka sentra pelayanan #VaksinasiNasional bagi lansia.,1,pemerintah buka sentra pelayanan #vaksinasinasional bagi lansia.,pemerintah buka sentra pelayanan vaksinasinasional bagi lansia,"['pemerintah', 'buka', 'sentra', 'pelayanan', 'vaksinasinasional', 'bagi', 'lansia']",<FreqDist with 7 samples and 7 outcomes>,"['pemerintah', 'buka', 'sentra', 'pelayanan', 'vaksinasinasional', 'lansia']","['pemerintah', 'buka', 'sentra', 'pelayanan', 'vaksinasinasional', 'lansia']","['perintah', 'buka', 'sentra', 'layan', 'vaksinasinasional', 'lansia']"
286,Indonesia bangkit dengan vaksin lawan covid #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik,1,indonesia bangkit dengan vaksin lawan covid #vaksinasinasional #tetapdirumahaja #vaksinasi #mutasibaru #waspada jangan mudik,indonesia bangkit dengan vaksin lawan covid vaksinasinasional tetapdirumahaja vaksinasi mutasibaru waspada jangan mudik,"['indonesia', 'bangkit', 'dengan', 'vaksin', 'lawan', 'covid', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'jangan', 'mudik']",<FreqDist with 13 samples and 13 outcomes>,"['indonesia', 'bangkit', 'vaksin', 'lawan', 'covid', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['indonesia', 'bangkit', 'vaksin', 'lawan', 'covid', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['indonesia', 'bangkit', 'vaksin', 'lawan', 'covid', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
287,"Suntik 181,5 Juta Rakyat Indonesia Menkes Butuh Bantuan Swasta @KemenkesRI @BudiGSadikin #Vaksin #Vaksinasi #VaksinasiNasional #Nasional #SatgasCovid19 #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid",1,"suntik 181,5 juta rakyat indonesia menkes butuh bantuan swasta @kemenkesri @budigsadikin #vaksin #vaksinasi #vaksinasinasional #nasional #satgascovid19 #corona #coronavirus #covid19 #covidー19 #covid__19 #covid_19 #covid #rakyatmerdeka #rmid",suntik  juta rakyat indonesia menkes butuh bantuan swasta vaksin vaksinasi vaksinasinasional nasional satgascovid corona coronavirus covid covid covid covid covid rakyatmerdeka rmid,"['suntik', 'juta', 'rakyat', 'indonesia', 'menkes', 'butuh', 'bantuan', 'swasta', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'nasional', 'satgascovid', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 18 samples and 22 outcomes>,"['suntik', 'juta', 'rakyat', 'indonesia', 'menkes', 'butuh', 'bantuan', 'swasta', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'nasional', 'satgascovid', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['suntik', 'juta', 'rakyat', 'indonesia', 'menkes', 'butuh', 'bantuan', 'swasta', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'nasional', 'satgascovid', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['suntik', 'juta', 'rakyat', 'indonesia', 'menkes', 'butuh', 'bantu', 'swasta', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'nasional', 'satgascovid', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
288,Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono menyampaikan sampai saat ini pihak Polri belum menemukan peredaran vaksin palsu di Indonesia. #VaksinasiNasional,1,karo penmas divisi humas polri brigjen rusdi hartono menyampaikan sampai saat ini pihak polri belum menemukan peredaran vaksin palsu di indonesia. #vaksinasinasional,karo penmas divisi humas polri brigjen rusdi hartono menyampaikan sampai saat ini pihak polri belum menemukan peredaran vaksin palsu di indonesia vaksinasinasional,"['karo', 'penmas', 'divisi', 'humas', 'polri', 'brigjen', 'rusdi', 'hartono', 'menyampaikan', 'sampai', 'saat', 'ini', 'pihak', 'polri', 'belum', 'menemukan', 'peredaran', 'vaksin', 'palsu', 'di', 'indonesia', 'vaksinasinasional']",<FreqDist with 21 samples and 22 outcomes>,"['karo', 'penmas', 'divisi', 'humas', 'polri', 'brigjen', 'rusdi', 'hartono', 'polri', 'menemukan', 'peredaran', 'vaksin', 'palsu', 'indonesia', 'vaksinasinasional']","['karo', 'penmas', 'divisi', 'humas', 'polri', 'brigjen', 'rusdi', 'hartono', 'polri', 'menemukan', 'peredaran', 'vaksin', 'palsu', 'indonesia', 'vaksinasinasional']","['karo', 'penmas', 'divisi', 'humas', 'polri', 'brigjen', 'rusdi', 'hartono', 'polri', 'temu', 'edar', 'vaksin', 'palsu', 'indonesia', 'vaksinasinasional']"
